obs,DATE,DLGNI,DLM2,GNI,GNI_PC,LGNI,LM2,M2,M2_PC
2001Q1,730485,0.0316837673549628,0.0175277254523749,166126.4,3.21910411853958,12.0205042233691,13.4873017251841,720212.6,1.76822374600272
2001Q2,730575,0.0292689353007844,0.0233941653213936,171060.6,2.97014803186009,12.0497731586698,13.5106958905055,737260,2.36699552326634
2001Q3,730666,0.0155691006948366,0.0417841010614399,173744.7,1.56909305824953,12.0653422593647,13.5524799915669,768718.4,4.26693432439031
2001Q4,730758,-0.00710105219217283,-0.00487593794789909,172515.3,-0.707589929361885,12.0582412071725,13.547604053619,764979.3,-0.486406985965204
2002Q1,730850,0.0631892526167412,0.0511466587545417,183768.2,6.52284174215274,12.1214304597892,13.5987507123736,805123.3,5.24772369657585
2002Q2,730940,0.0255708257385532,0.0262292869498086,188527.9,2.5900563862518,12.1470012855278,13.6249799993234,826520.5,2.65763020396999
2002Q3,731031,0.014231408459592,0.0165640014296571,191230.1,1.43331570552687,12.1612326939874,13.6415440007531,840325,1.6701945081822
2002Q4,731123,0.0212452735016342,0.0370873956277791,195336.3,2.14725610664848,12.182477967489,13.6786313963808,872075.6,3.77837146342188
2003Q1,731215,0.0104385139916001,0.017869248620789,197386,1.04931853424071,12.1929164814806,13.6965006450016,887799,1.80298588792074
2003Q2,731305,0.00737951127210046,-0.00656566836570249,198848,0.740680696705942,12.2002959927527,13.6899349766359,881989.1,-0.654416145997017
2003Q3,731396,0.0164470213709222,-0.00115396779949073,202145.5,1.65830181847442,12.2167430141236,13.6887810088364,880971.9,-0.115330223468746
2003Q4,731488,0.0352509223870392,0.0192216183125211,209398.4,3.58796015741136,12.2519939365107,13.708002627149,898069.4,1.94075429647642
2004Q1,731580,0.0229231028175114,0.0175276418740093,214253.9,2.31878562586916,12.2749170393282,13.725530269023,913949.2,1.7682152403812
2004Q2,731671,0.0136982633193465,0.0165423384268006,217209,1.37925143953039,12.2886153026475,13.7420726074498,929193.8,1.66799205032404
2004Q3,731762,0.0140203739046534,0.0173756181107176,220275.8,1.41191202942788,12.3026356765522,13.7594482255605,945480.2,1.75274522925142
2004Q4,731854,0.01004670403624,0.00972777576079764,222500,1.00973416053876,12.3126823805884,13.7691760013213,954722.5,0.977524436788846
2005Q1,731946,0.0054006709860559,0.0165236956373125,223704.9,0.541528089887633,12.3180830515745,13.7856996969586,970629.1,1.66609669301812
2005Q2,732036,0.0108366745537491,0.0296062400722512,226142.3,1.08956039854291,12.3289197261282,13.8153059370308,999795.4,3.00488621245747
2005Q3,732127,0.0161023578721338,0.00428418817150877,229813.2,1.62326994993862,12.3450220840004,13.8195901252023,1004087.9,0.42933784252257
2005Q4,732219,0.0135493062346796,0.0171423465120686,232948.2,1.36415140644663,12.3585713902351,13.8367324717144,1021448.7,1.72901197195983
2006Q1,732311,0.0107338550696738,0.0180585091589371,235462.1,1.07916695643064,12.3693052453047,13.8547909808734,1040062.1,1.82225499919868
2006Q2,732401,0.00809583681702897,0.0397479243209631,237376.1,0.812869672019412,12.3774010821218,13.8945389051943,1082235,4.05484441746315
2006Q3,732492,0.0259654730321692,0.0276686649183358,243620.4,2.63055126442804,12.4033665551539,13.9222075701127,1112597.1,2.80549972972599
2006Q4,732584,0.00967188460677804,0.0324230721060097,245988.1,0.971880844132933,12.4130384397607,13.9546306422187,1149262.1,3.29544270787692
2007Q1,732676,0.0210677814022642,0.0127858208073235,251225.5,2.12912738461739,12.434106221163,13.967416463026,1164050.7,1.28679088956296
2007Q2,732766,0.0231876816411649,0.0342689681635857,257118.9,2.34586059138104,12.4572939028041,14.0016854311896,1204632.9,3.48629144761479
2007Q3,732857,0.0225975374736542,0.0184423607625419,262995.3,2.28547959718246,12.4798914402778,14.0201277919521,1227055.3,1.86134713737274
2007Q4,732949,0.0216536041592317,0.0372396456694553,268752.2,2.18897447977209,12.501545044437,14.0573674376216,1273611.9,3.79417292765858
2008Q1,733041,0.0125033567240287,0.0331236941975188,272133.6,1.25818504927586,12.514048401161,14.0904911318191,1316505.1,3.36783913529703
2008Q2,733132,0.0178954885027967,0.0387724535198881,277047.4,1.80565722130601,12.5319438896638,14.129263585339,1368551.7,3.95339144527429
2008Q3,733223,0.00756854211113556,0.0172987594013225,279152.2,0.759725592082794,12.539512431775,14.1465623447403,1392431.9,1.74492494510803
2008Q4,733315,-0.0110621274463263,0.023742640098332,276081.2,-1.10011671052566,12.5284503043287,14.1703049848386,1425887.5,2.40267405537034
2009Q1,733407,-0.00116265260225745,0.0286397050112921,275760.4,-0.1161976983583,12.5272876517264,14.1989446898499,1467314.9,2.90537647605438
2009Q2,733497,0.0335811739706013,0.0284782809480042,285178,3.41513864934921,12.560868825697,14.2274229707979,1509702.2,2.88876641271754
2009Q3,733588,0.0302270763848611,0.0206432110834207,293929.7,3.0688552412879,12.5910959020819,14.2480661818813,1541191.2,2.08577559203398
2009Q4,733680,0.000626144174759702,0.0165116105609702,294113.8,0.0626340243942591,12.5917220462566,14.2645777924423,1566850,1.66486805790222
2010Q1,733772,0.0421481385598828,0.0267145440640277,306775.1,4.30489830806986,12.6338701848165,14.2912923365063,1609271.8,2.70745763793598
2010Q2,733862,0.0320455838959806,0.0223923717675198,316765.1,3.25645725484238,12.6659157687125,14.3136847082739,1645713.7,2.26449627713603
2010Q3,733953,0.014525652434255,0.00436201059808816,321399.9,1.46316623895753,12.6804414211467,14.318046718872,1652908,0.437153801417578
2010Q4,734045,0.000745832795105983,0.00460066761111655,321639.7,0.0746110997545291,12.6811872539418,14.3226473864831,1660530,0.461126693076697
2011Q1,734137,0.0166159596703004,0.00914703193402744,327028.7,1.67547724985442,12.6978032136121,14.3317944184171,1675788.6,0.918899387544947
2011Q2,734227,0.0152240730890103,0.0102960305763418,332045.5,1.53405496214858,12.7130272867012,14.3420904489934,1693131.7,1.03492170790516
2011Q3,734318,0.0183524186076127,0.0203832168514779,338195.6,1.85218592030307,12.7313797053088,14.3624736658449,1727997.3,2.05923732926387
2011Q4,734410,0.0148640425061846,0.0134857044221892,343260.1,1.49750617689881,12.7462437478149,14.3759593702671,1751458.4,1.35770466770984
2012Q1,734502,0.0065554031640005,0.0177169980184058,345517.7,0.657693684759764,12.7527991509789,14.3936763682855,1782765.5,1.78748750184419
2012Q2,734593,0.00778886889150954,0.0117366147809221,348219.4,0.781928103827978,12.7605880198705,14.4054129830664,1803812.4,1.1805759086094
